מספר מתקן,שם מתקן,מספר צרכן בעל המתקן,שם צרכן בעל המתקן,בעלות המתקן,סטאטוס,קבוצת מים,אקוויפר,ספיקה שעתית מקסימלית,מספר הפקה,מספר ארצי,אזור הפקה,אזור חקלאי,אזור גיאוגרפי,אזור אדמיניסטרטיבי,אזור תכנון
232694,מק שמרון 5,9934,חברת מקורות אגן 6 תא 610,מקורות,פעיל,קידוח שפיר טורון,קנומן - טורון,,11469,17223346,,העמקים,,עמק יזרעאל מ.א,קישון
232695,מק תל עדשים 5,9934,חברת מקורות אגן 6 תא 610,מקורות,פעיל,קידוח מליח טורון,קנומן - טורון,,11481,17723122,,העמקים,,עמק יזרעאל מ.א,קישון
232696,מק גניגר 2,9934,חברת מקורות אגן 6 תא 610,מקורות,פעיל,קידוח שפיר טורון,קנומן - טורון,,11494,17623180,,העמקים,,עמק יזרעאל מ.א,קישון
232697,מק צפורי 1,9934,חברת מקורות אגן 6 תא 610,מקורות,פעיל,קידוח שפיר טורון,קנומן - טורון,,11591,17524082,,העמקים,,עמק יזרעאל מ.א,קישון
232698,מק איכסל 1,9934,חברת מקורות אגן 6 תא 610,מקורות,פעיל,קידוח שפיר טורון,קנומן - טורון,,11712,17923108,,העמקים,,נצרת עלית           ,קישון
232699,מק אכסל 2,9934,חברת מקורות אגן 6 תא 610,מקורות,פעיל,קידוח שפיר טורון,קנומן - טורון,,11713,18023200,,העמקים,,אכסאל,קישון
232700,מק יבניאל 1 סרגוניה,9935,חברת מקורות אגן 6 תא 620,מקורות,פעיל,קידוח שפיר בזלת,ניאוגן - בזלת,,11495,19723822,,העמקים,,גליל תחתון מ.א.,אגן כנרת
232701,מק יבניאל 2,9935,חברת מקורות אגן 6 תא 620,מקורות,פעיל,קידוח שפיר בזלת,ניאוגן - בזלת,,11496,19923546,,העמקים,,יבנאל,אגן כנרת
232702,מק כפר קיש 2,9936,חברת מקורות אגן 6 תא 621,מקורות,פעיל,קידוח שפיר בזלת,ניאוגן - בזלת,,11515,19222828,,העמקים,,גליל תחתון מ.א.,ירדן תחתון
232703,מק כפר קיש 3,9936,חברת מקורות אגן 6 תא 621,מקורות,פעיל,קידוח שפיר בזלת,ניאוגן - בזלת,,11516,19222888,,העמקים,,עמק יזרעאל מ.א,ירדן תחתון
232704,מק בירה 1,9936,חברת מקורות אגן 6 תא 621,מקורות,לא פעיל,קידוח שפיר בזלת,ניאוגן - בזלת,,11633,19422366,,העמקים,,הגלבוע מ.א,ירדן תחתון
232705,מק בירה 2,9936,חברת מקורות אגן 6 תא 621,מקורות,פעיל,קידוח שפיר בזלת,ניאוגן - בזלת,,11832,19122286,,העמקים,,הגלבוע מ.א,ירדן תחתון
232706,מק בירה 3,9936,חברת מקורות אגן 6 תא 621,מקורות,פעיל,קידוח שפיר בזלת,ניאוגן - בזלת,,11848,18922344,,העמקים,,הגלבוע מ.א,ירדן תחתון
232707,מק בירה 4,9936,חברת מקורות אגן 6 תא 621,מקורות,פעיל,קידוח שפיר בזלת,ניאוגן - בזלת,,11857,19222066,,העמקים,,הגלבוע מ.א,ירדן תחתון
232708,מק נוה אור בית יוסף1,9939,חברת מקורות אגן 6 תא 624,מקורות,פעיל,קידוח שפיר בזלת,ניאוגן - בזלת,,11662,20022288,,העמקים,,עמק המעיינות מ.א,ירדן תחתון
232709,פ ירדנה בית יוסף,9939,חברת מקורות אגן 6 תא 624,מקורות,לא פעיל,קידוח מליח אאוקן,ניאוגן - בזלת,,11812,20121868,,העמקים,,עמק המעיינות מ.א,ירדן תחתון
232710,מק מגן שאול 1,9941,חברת מקורות אגן 6 תא 640,מקורות,פעיל,קידוח שפיר אאוקן,איאוקן,,11876,17921462,,העמקים,,הגלבוע מ.א,קישון
232711,מח עין חיים ניר דוד,9942,חברת מקורות אגן 6 תא 641,מקורות,פעיל,קידוח מליח אאוקן,איאוקן,,11773,19121244,,העמקים,,עמק המעיינות מ.א,ירדן תחתון
232712,מק שוקק 1,10009,מפעל מקורות בית שאן בהנהלה משותפת,צרכן פרטי,פעיל,קידוח מליח אאוקן,איאוקן,,11792,19121006,,העמקים,בית שאן,בית שאן,בקעת הירדן
232713,מק נורית,9944,חברת מקורות אגן 6 תא 650,מקורות,פעיל,קידוח שפיר טורון,קנומן - טורון,,11553,18221724,,העמקים,,הגלבוע מ.א,ירדן תחתון
232714,מק תענך אביטל,9944,חברת מקורות אגן 6 תא 650,מקורות,פעיל,קידוח שפיר טורון,קנומן - טורון,,11554,18021608,,העמקים,,הגלבוע מ.א,קישון
232715,מק תענך 3,9944,חברת מקורות אגן 6 תא 650,מקורות,פעיל,קידוח שפיר טורון,קנומן - טורון,,11736,18121426,,העמקים,,הגלבוע מ.א,קישון
232716,מק תענך 4,9944,חברת מקורות אגן 6 תא 650,מקורות,פעיל,קידוח שפיר טורון,קנומן - טורון,,11797,17421960,,העמקים,,הגלבוע מ.א,קישון
232717,מק רוויה 1,10009,מפעל מקורות בית שאן בהנהלה משותפת,צרכן פרטי,פעיל,קידוח שפיר טורון,קנומן - טורון,,11611,19220666,,העמקים,בית שאן,בית שאן,בקעת הירדן
232718,מק רוויה 2,10009,מפעל מקורות בית שאן בהנהלה משותפת,צרכן פרטי,פעיל,קידוח שפיר טורון,קנומן - טורון,,11681,19220542,,העמקים,בית שאן,בית שאן,בקעת הירדן
232719,מק רוויה 3,10009,מפעל מקורות בית שאן בהנהלה משותפת,צרכן פרטי,פעיל,קידוח שפיר טורון,קנומן - טורון,,11753,19120482,,העמקים,בית שאן,בית שאן,בקעת הירדן
232720,מק רוויה 4,10009,מפעל מקורות בית שאן בהנהלה משותפת,צרכן פרטי,פעיל,קידוח שפיר טורון,קנומן - טורון,,11754,19120244,,העמקים,בית שאן,בית שאן,בקעת הירדן
232721,מק רוויה 5,10009,מפעל מקורות בית שאן בהנהלה משותפת,צרכן פרטי,פעיל,קידוח שפיר טורון,קנומן - טורון,,11796,19120466,,העמקים,בית שאן,בית שאן,בקעת הירדן
232722,מק רוויה 6,10009,מפעל מקורות בית שאן בהנהלה משותפת,צרכן פרטי,פעיל,קידוח שפיר טורון,קנומן - טורון,,11815,19120260,,העמקים,בית שאן,בית שאן,בקעת הירדן
232723,מק רוויה 7,10009,מפעל מקורות בית שאן בהנהלה משותפת,צרכן פרטי,פעיל,קידוח שפיר טורון,קנומן - טורון,,22289,19320548,,העמקים,בית שאן,בית שאן,בקעת הירדן
232724,מק מגידו 1,9946,חברת מקורות אגן 6 תא 652,מקורות,פעיל,קידוח מליח טורון,קנומן - טורון,,11457,16722068,,העמקים,,מגידו מ.א,קישון
232725,מק מגידו 2,9946,חברת מקורות אגן 6 תא 652,מקורות,פעיל,קידוח מליח טורון,קנומן - טורון,,11458,16621982,,המרכז,,חסר מעמד מוניציפלי,קישון
232726,מק מי עמי 425,9946,חברת מקורות אגן 6 תא 652,מקורות,פעיל,קידוח שפיר טורון,קנומן - טורון,,11717,15921262,,המרכז,,ערערה,שרון
232727,מק מי עמי 2א,9946,חברת מקורות אגן 6 תא 652,מקורות,פעיל,קידוח שפיר טורון,קנומן - טורון,,11809,16021268,,המרכז,,חסר מעמד מוניציפלי,שרון
232728,מק ירושלים 1,9953,חברת מקורות אגן 6 תא 663,מקורות,פעיל,קידוח שפיר קנומן,קנומן תחתון,,21804,16812964,,השפלה וההר,,ירושלים             ,מרכז
232729,מק ירושלים 3,9953,חברת מקורות אגן 6 תא 663,מקורות,פעיל,קידוח שפיר קנומן,קנומן תחתון,,21855,16912886,,השפלה וההר,,ירושלים             ,מרכז
232730,מק ירושלים 4,9953,חברת מקורות אגן 6 תא 663,מקורות,פעיל,קידוח שפיר קנומן,קנומן תחתון,,21892,17113066,,השפלה וההר,,ירושלים             ,מרכז
232731,מק ירושלים 5,9953,חברת מקורות אגן 6 תא 663,מקורות,פעיל,קידוח שפיר טורון,קנומן תחתון,,21905,172132860,,השפלה וההר,,ירושלים             ,מרכז
232732,מק ירושלים 6,9953,חברת מקורות אגן 6 תא 663,מקורות,פעיל,קידוח שפיר טורון,קנומן תחתון,,21967,17212504,,השפלה וההר,,ירושלים             ,מרכז
232774,מק מכתש קטן 3,9961,חברת מקורות אגן 7 תא 710,מקורות,פעיל,קידוח שפיר קרטיקון ת,קרטיקון תחתון,,21911,17104040,,הדרום,,תמר מ.א,ערבה
232775,מק מכתש קטן 1,9961,חברת מקורות אגן 7 תא 710,מקורות,פעיל,קידוח שפיר טורון,קרטיקון תחתון,,21946,170040220,,הדרום,,תמר מ.א,ערבה
232776,מק מכתש קטן 2,9961,חברת מקורות אגן 7 תא 710,מקורות,פעיל,קידוח שפיר טורון,יורא,,21947,16904060,,הדרום,,תמר מ.א,ערבה
232777,מק מכתש קטן 4,9961,חברת מקורות אגן 7 תא 710,מקורות,פעיל,קידוח שפיר קרטיקון ת,קרטיקון תחתון,,22063,17304848,,הדרום,,תמר מ.א,ערבה
232778,מק מכתש קטן 4 א,9961,חברת מקורות אגן 7 תא 710,מקורות,פעיל,קידוח מליח קרטיקון ת,קרטיקון תחתון,,22063א,17304048,,הדרום,,תמר מ.א,ערבה
232779,מק מכתש קטן 5,9961,חברת מקורות אגן 7 תא 710,מקורות,פעיל,קידוח שפיר קרטיקון ת,קרטיקון תחתון,,22153,17004042,,הדרום,,תמר מ.א,ערבה
232780,מק מכתש קטן 6,9961,חברת מקורות אגן 7 תא 710,מקורות,פעיל,קידוח מליח קרטיקון ת,יורא,,22257,16904042,,הדרום,,תמר מ.א,ערבה
232781,מק. צופר 20,9961,חברת מקורות אגן 7 תא 710,מקורות,פעיל,קידוח שפיר קרטיקון ת,,,22300,16699660,,הדרום,,הערבה התיכונה מ.א,ערבה
232782,מק יורקעם 1,9962,חברת מקורות אגן 7 תא 711,מקורות,פעיל,קידוח מליח טורון,קרטיקון תחתון,,21948,16003202,,הדרום,,הערבה התיכונה מ.א,ערבה
232783,מק יורקעם 2,9962,חברת מקורות אגן 7 תא 711,מקורות,פעיל,קידוח שפיר טורון,קרטיקון תחתון,,21949,15602964,,הדרום,,הערבה התיכונה מ.א,ערבה
232784,מק ירקעם א2,9962,חברת מקורות אגן 7 תא 711,מקורות,פעיל,קידוח מליח טורון,קרטיקון תחתון,,21949א,15602942א,,הדרום,,הערבה התיכונה מ.א,ערבה
232785,מק ירקעם 3,9962,חברת מקורות אגן 7 תא 711,מקורות,רישיון לסתימה,קידוח מליח קרטיקון ת,קרטיקון תחתון,,22018,15703086,,הדרום,,הערבה התיכונה מ.א,ערבה
232786,מק אשלים 2,9962,חברת מקורות אגן 7 תא 711,מקורות,פעיל,קידוח מליח קרטיקון ת,קרטיקון תחתון,,22046,12003984,,הדרום,,רמת נגב מ.א,נגב
232787,מק אשלים 2א,9962,חברת מקורות אגן 7 תא 711,מקורות,פעיל,קידוח מליח קרטיקון ת,קרטיקון תחתון,,22046א,12003984,,הדרום,,רמת נגב מ.א,נגב
232788,מק יורקעם 4,9962,חברת מקורות אגן 7 תא 711,מקורות,פעיל,קידוח מליח קרטיקון ת,קרטיקון תחתון,,22256,15702880,,הדרום,,הערבה התיכונה מ.א,ערבה
232789,מק עין עופרים 5,9963,חברת מקורות אגן 7 תא 712,מקורות,פעיל,קידוח מליח קנומן,קרטיקון תחתון,,22052,17002720,,הדרום,,הערבה התיכונה מ.א,ערבה
232790,מק עין יהב 6,9963,חברת מקורות אגן 7 תא 712,מקורות,פעיל,קידוח מליח קנומן,קרטיקון תחתון,,22133,17000964,,הדרום,,הערבה התיכונה מ.א,ערבה
232791,מק פארן 20 (ברק 1),9963,חברת מקורות אגן 7 תא 712,מקורות,פעיל,קידוח מליח נאוגן,קרטיקון תחתון,,26542,16298042,,הדרום,,הערבה התיכונה מ.א,ערבה
232792,מק קטורה 4,9964,חברת מקורות אגן 7 תא 720,מקורות,רישיון לסתימה,קידוח מליח אאוקן,קרטיקון תחתון,,21971,158932680,,הדרום,,חבל אילות מ.א,ערבה
232793,מק גרופית 4,9964,חברת מקורות אגן 7 תא 720,מקורות,פעיל,קידוח מליח אאוקן,קרטיקון תחתון,,21973,15792748,,הדרום,,חבל אילות מ.א,ערבה
232794,מק גרופית 5,9964,חברת מקורות אגן 7 תא 720,מקורות,פעיל,קידוח שפיר אאוקן,קרטיקון תחתון,,21977,15792548,,הדרום,,חבל אילות מ.א,ערבה
232795,מק גרופית 3,9964,חברת מקורות אגן 7 תא 720,מקורות,פעיל,קידוח מליח קרטיקון ת,קרטיקון תחתון,,22011,15492648,,הדרום,,חבל אילות מ.א,ערבה
232796,מק יעלון 6 א,9964,חברת מקורות אגן 7 תא 720,מקורות,לא פעיל,קידוח שפיר טורון,קרטיקון תחתון,,22017א,16394186,,הדרום,,חבל אילות מ.א,ערבה
232797,מק יעלון 7,9964,חברת מקורות אגן 7 תא 720,מקורות,פעיל,קידוח שפיר קנומן,קרטיקון תחתון,,22050,16494586,,הדרום,,חסר מעמד מוניציפלי,ערבה
232798,מק קטורה 5,9964,חברת מקורות אגן 7 תא 720,מקורות,פעיל,קידוח מליח קרטיקון ת,קרטיקון תחתון,,22075,16093404,,הדרום,,חבל אילות מ.א,ערבה
232799,מק יעלון 8,9964,חברת מקורות אגן 7 תא 720,מקורות,פעיל,קידוח מליח קנומן,ניאוגן - מילוי,,22260,16193588,,הדרום,,חסר מעמד מוניציפלי,ערבה
232800,מק יעלון 1,9964,חברת מקורות אגן 7 תא 720,מקורות,פעיל,קידוח שפיר קנומן,קרטיקון תחתון,,26527,16194168,,הדרום,,חבל אילות מ.א,ערבה
232801,מק יעלון 5,9964,חברת מקורות אגן 7 תא 720,מקורות,פעיל,קידוח שפיר קנומן,קרטיקון תחתון,,26533,163944600,,הדרום,,חבל אילות מ.א,ערבה
232802,מק יעלון 117,9965,חברת מקורות אגן 7 תא 730,מקורות,פעיל,קידוח שפיר קנומן,קנומן - טורון,,22262,16494544,,הדרום,,חבל אילות מ.א,ערבה
232803,מק צופר 220,9965,חברת מקורות אגן 7 תא 730,מקורות,פעיל,קידוח שפיר נאוגן,קנומן - טורון,,22274,16699680,,הדרום,,הערבה התיכונה מ.א,ערבה
232804,מק צופר 221,9965,חברת מקורות אגן 7 תא 730,מקורות,פעיל,קידוח מליח טורון,קנומן - טורון,,22286,16599724,,הדרום,,הערבה התיכונה מ.א,ערבה
232805,מק יטבתה 11,9966,חברת מקורות אגן 7 תא 740,מקורות,פעיל,קידוח מליח טורון,קנומן בלתי מחולק,,21698,15692408,,הדרום,,חבל אילות מ.א,ערבה
232806,מק גרופית 2,9966,חברת מקורות אגן 7 תא 740,מקורות,פעיל,קידוח מליח קרטיקון ת,קנומן - טורון,,21763,15792804,,הדרום,,חבל אילות מ.א,ערבה
232807,מק גרופית 1,9966,חברת מקורות אגן 7 תא 740,מקורות,פעיל,קידוח מליח פליסטוקן,קנומן - טורון,,21826,15793144,,הדרום,,חבל אילות מ.א,ערבה
232808,מק יעלון 3 קטורה ת/3,9966,חברת מקורות אגן 7 תא 740,מקורות,פעיל,קידוח שפיר קנומן,קנומן - טורון,,21931,157934840,,הדרום,,חבל אילות מ.א,ערבה
232809,יעלון3-א,9966,חברת מקורות אגן 7 תא 740,מקורות,פעיל,קידוח מליח קנומן,קרטיקון תחתון,,21931א,15793484,,הדרום,,חבל אילות מ.א,ערבה
232810,מק יוטבתא 12,9966,חברת מקורות אגן 7 תא 740,מקורות,פעיל,קידוח מליח קנומן,קנומן תחתון,,21952,15692440,,הדרום,,חבל אילות מ.א,ערבה
232811,מק קטורה 115,9966,חברת מקורות אגן 7 תא 740,מקורות,פעיל,קידוח מליח קרטיקון ת,קנומן - טורון,,22197,16093404,,הדרום,,חבל אילות מ.א,ערבה
232812,מק יעלון 116,9966,חברת מקורות אגן 7 תא 740,מקורות,לא פעיל,קידוח מליח קנומן,קנומן - טורון,,22261,16394186,,הדרום,,חבל אילות מ.א,ערבה
232813,מק קטורה 6,9966,חברת מקורות אגן 7 תא 740,מקורות,לא פעיל,קידוח מליח קרטיקון ת,קנומן תחתון,,22272,15593560,,הדרום,,חבל אילות מ.א,ערבה
232814,מק יטבתה 2,9966,חברת מקורות אגן 7 תא 740,מקורות,פעיל,קידוח מליח טורון,קנומן בלתי מחולק,,26000,15592200,,הדרום,,חבל אילות מ.א,ערבה
232815,מק יטבתה 3,9966,חברת מקורות אגן 7 תא 740,מקורות,פעיל,קידוח מליח טורון,קנומן בלתי מחולק,,26001,15692700,,הדרום,,חבל אילות מ.א,ערבה
232816,מק יטבתה 10,9966,חברת מקורות אגן 7 תא 740,מקורות,פעיל,קידוח מליח טורון,קנומן בלתי מחולק,,26419,15692604,,הדרום,,חבל אילות מ.א,ערבה
232818,מק באר אורה 1,9968,חברת מקורות אגן 7 תא 742,מקורות,פעיל,קידוח שפיר טורון,קנומן בלתי מחולק,,26039,14790244,,הדרום,,חבל אילות מ.א,ערבה
232819,מק נאות הככר 4,9969,חברת מקורות אגן 7 תא 751,מקורות,פעיל,קידוח מליח פליסטוקן,ניאוגן - מילוי,,21951,18503860,,הדרום,,תמר מ.א,ערבה
232820,מק נאות הככר 7,9969,חברת מקורות אגן 7 תא 751,מקורות,פעיל,קידוח מליח רצנטי,ניאוגן - מילוי,,22013,18503808,,הדרום,,תמר מ.א,ערבה
232821,מק נאות הככר 8,9969,חברת מקורות אגן 7 תא 751,מקורות,פעיל,קידוח מליח רצנטי,ניאוגן - מילוי,,22014,18403984,,הדרום,,תמר מ.א,ערבה
232822,מק ככר סדום 1,9969,חברת מקורות אגן 7 תא 751,מקורות,פעיל,קידוח שפיר רצנטי,ניאוגן - מילוי,,22053,18604042,,הדרום,,תמר מ.א,ערבה
232823,מק ככר סדום 2,9969,חברת מקורות אגן 7 תא 751,מקורות,פעיל,קידוח שפיר רצנטי,ניאוגן - מילוי,,22094,18604042א,,הדרום,,תמר מ.א,ערבה
232824,מק נאות הככר 3,9969,חברת מקורות אגן 7 תא 751,מקורות,לא פעיל,קידוח שפיר רצנטי,ניאוגן - מילוי,,22102,18403664,,הדרום,,תמר מ.א,ערבה
232825,מק. נ. הככר 3 א,9969,חברת מקורות אגן 7 תא 751,מקורות,פעיל,קידוח שפיר רצנטי,,,22102א,18403600,,הדרום,,תמר מ.א,ערבה
232826,מק נאות הככר 20,9969,חברת מקורות אגן 7 תא 751,מקורות,פעיל,קידוח מליח רצנטי,ניאוגן - מילוי,,22132,18303540,,הדרום,,תמר מ.א,ערבה
232827,מק נאות הככר 22,9969,חברת מקורות אגן 7 תא 751,מקורות,פעיל,קידוח מליח רצנטי,ניאוגן - מילוי,,22202,18403782,,הדרום,,תמר מ.א,ערבה
232828,מק נאות הככר 23,9969,חברת מקורות אגן 7 תא 751,מקורות,פעיל,קידוח מליח רצנטי,ניאוגן - מילוי,,22203,18503702,,הדרום,,תמר מ.א,ערבה
232829,מק נאות הככר 24,9969,חברת מקורות אגן 7 תא 751,מקורות,פעיל,קידוח מליח רצנטי,ניאוגן - מילוי,,22204,18403702,,הדרום,,תמר מ.א,ערבה
232830,מק נאות הככר 21,9969,חברת מקורות אגן 7 תא 751,מקורות,פעיל,קידוח מליח רצנטי,ניאוגן - מילוי,,22265,18203480,,הדרום,,תמר מ.א,ערבה
232831,מק נאות הככר 25,9969,חברת מקורות אגן 7 תא 751,מקורות,פעיל,קידוח מליח רצנטי,ניאוגן - מילוי,,22266,18203308,,הדרום,,תמר מ.א,ערבה
232832,מק נאות הככר 26,9969,חברת מקורות אגן 7 תא 751,מקורות,פעיל,קידוח מליח רצנטי,ניאוגן - מילוי,,22267,18203340,,הדרום,,תמר מ.א,ערבה
232833,מק ככר סדום 3,9969,חברת מקורות אגן 7 תא 751,מקורות,לא פעיל,קידוח מליח רצנטי,ניאוגן - מילוי,,22285,18603922,,הדרום,,תמר מ.א,ערבה
232834,מק נאות הככר 1,9969,חברת מקורות אגן 7 תא 751,מקורות,פעיל,קידוח מליח פליסטוקן,ניאוגן - מילוי,,26464,18603844,,הדרום,,תמר מ.א,ערבה
232835,מק נאות הככר 1 ב,9969,חברת מקורות אגן 7 תא 751,מקורות,פעיל,קידוח מליח פליסטוקן,ניאוגן - מילוי,,26464ב,18603826,,הדרום,,תמר מ.א,ערבה
232836,מק נאות הככר 1 א,9969,חברת מקורות אגן 7 תא 751,מקורות,פעיל,קידוח שפיר פליסטוקן,ניאוגן - מילוי,,26464א,18603828,,הדרום,,תמר מ.א,ערבה
232837,מק נאות הככר 2,9969,חברת מקורות אגן 7 תא 751,מקורות,פעיל,קידוח מליח פליסטוקן,ניאוגן - מילוי,,26484,18603746,,הדרום,,תמר מ.א,ערבה
232839,מק מרזבה 6,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר פליסטוקן,ניאוגן - מילוי,,21912,17300546,,הדרום,,חסר מעמד מוניציפלי,ערבה
232840,מק מרזבה 7,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר פליסטוקן,ניאוגן - מילוי,,21913,17200584,,הדרום,,הערבה התיכונה מ.א,ערבה
232841,מק חצבה 5א,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח מליח נאוגן,ניאוגן - מילוי,,21934,17701900,,הדרום,,הערבה התיכונה מ.א,ערבה
232842,פ עין יהב 3,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר קנומן,סנון,,21978,16500082,,הדרום,,הערבה התיכונה מ.א,ערבה
232843,מק חצבה 10,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר טורון,ניאוגן - מילוי,,21980,17800188,,הדרום,,חסר מעמד מוניציפלי,ערבה
232844,מק עידן 2,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר טורון,ניאוגן - מילוי,,21981,18002320,,הדרום,,הערבה התיכונה מ.א,ערבה
232845,מק עידן 2 א,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח מליח נאוגן,ניאוגן - מילוי,,21981א,18002302,,הדרום,,הערבה התיכונה מ.א,ערבה
232846,מק עידן 1,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר נאוגן,ניאוגן - מילוי,,22015,17602582,,הדרום,,תמר מ.א,ערבה
232847,מק שיזף 3,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר נאוגן,ניאוגן - מילוי,,22016,17401084,,הדרום,,הערבה התיכונה מ.א,ערבה
232848,מק עידן 3,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח מליח רצנטי,ניאוגן - מילוי,,22051,17902166,,הדרום,,הערבה התיכונה מ.א,ערבה
232849,מק עידן 3 א,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח מליח נאוגן,ניאוגן - מילוי,,22051א,17902166,,הדרום,,הערבה התיכונה מ.א,ערבה
232850,מק שיזף 4,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר נאוגן,ניאוגן - מילוי,,22057,17501460,,הדרום,,הערבה התיכונה מ.א,ערבה
232851,מק שיזף 4א,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר רצנטי,ניאוגן - מילוי,,22057א,17501460,,הדרום,,הערבה התיכונה מ.א,ערבה
232852,מק צופר 6,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר נאוגן,ניאוגן - מילוי,,22071,16898920,,הדרום,,חסר מעמד מוניציפלי,ערבה
232853,מק צופר 6 א,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר נאוגן,ניאוגן - מילוי,,22071א,16898940,,הדרום,,חסר מעמד מוניציפלי,ערבה
232854,מק שלהב 1,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר נאוגן,ניאוגן - מילוי,,22076,17000288,,הדרום,,הערבה התיכונה מ.א,ערבה
232855,מק צופר 7,9970,חברת מקורות אגן 7 תא 752,מקורות,לא פעיל,קידוח שפיר נאוגן,ניאוגן - מילוי,,22107,16999444,,הדרום,,חסר מעמד מוניציפלי,ערבה
232856,מק חצבה 15,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר נאוגן,ניאוגן - מילוי,,22128,17501920,,הדרום,,הערבה התיכונה מ.א,ערבה
232857,מק צופר 8,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר נאוגן,ניאוגן - מילוי,,22141,16999320,,הדרום,,חסר מעמד מוניציפלי,ערבה
232858,מק צופר 11,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח מליח קנומן,ניאוגן - מילוי,,22155,17299444,,הדרום,,חסר מעמד מוניציפלי,ערבה
232859,מק מרזבה 9,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר נאוגן,ניאוגן - מילוי,,22195,17200662,,הדרום,,הערבה התיכונה מ.א,ערבה
232860,מק שיזף 10,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח מליח פליסטוקן,ניאוגן - מילוי,,22196,17701440,,הדרום,,הערבה התיכונה מ.א,ערבה
232861,מק עידן 4,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר רצנטי,ניאוגן - מילוי,,22198,18002080,,הדרום,,חסר מעמד מוניציפלי,ערבה
232862,מק צופר 10,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר נאוגן,ניאוגן - מילוי,,22199,17299300,,הדרום,,חסר מעמד מוניציפלי,ערבה
232863,  מק. צופר 10 א,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר פליסטוקן,,,22199א,17199360,,הדרום,,חסר מעמד מוניציפלי,ערבה
232864,מק מרזבה 10,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח מליח נאוגן,ניאוגן - מילוי,,22201,א17200662,,הדרום,,הערבה התיכונה מ.א,ערבה
232865,מק חצבה 11,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח מליח רצנטי,ניאוגן - מילוי,,22284,17802006,,הדרום,,הערבה התיכונה מ.א,ערבה
232866,מק חצבה 12,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר רצנטי,ניאוגן - מילוי,,22291,17601804,,הדרום,,הערבה התיכונה מ.א,ערבה
232867,מק שיזף 5,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח מליח רצנטי,ניאוגן - מילוי,,22292,17501102,,הדרום,,הערבה התיכונה מ.א,ערבה
232868,מק חצבה 17,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח מליח רצנטי,ניאוגן - מילוי,,22293,17601804,,הדרום,,הערבה התיכונה מ.א,ערבה
232870,מק מרזבה 1,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר פליסטוקן,ניאוגן - מילוי,,26458,17200840,,הדרום,,הערבה התיכונה מ.א,ערבה
232871,מק מרזבה 3,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר פליסטוקן,ניאוגן - מילוי,,26473,17200920,,הדרום,,הערבה התיכונה מ.א,ערבה
232872,מק עין צופר 3,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר פליסטוקן,ניאוגן - מילוי,,26474,16799140,,הדרום,,הערבה התיכונה מ.א,ערבה
232873,מק מרזבה 4,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח מליח פליסטוקן,ניאוגן - מילוי,,26476,17100666,,הדרום,,הערבה התיכונה מ.א,ערבה
232874,מק מרזבה 4 א,9970,חברת מקורות אגן 7 תא 752,מקורות,פעיל,קידוח שפיר נאוגן,ניאוגן - מילוי,,26476א,17100666,,הדרום,,הערבה התיכונה מ.א,ערבה
